OrderID,Date,CustomerName,Product,Category,Quantity,UnitPrice,Revenue,Region
1375,2023-04-28,jane smith,Bookshelf,Furniture,1,300,300,North
1376,2024-07-14,,Desk Chair,Furniture,5,150,750,EAST
1377,2024-02-02,John Doe,Keyboard,Electronics,3,40,120,West
1378,2025-06-03,Olivia Munn,Printer,Electronics,8,200,1600,South
1379,2023-03-18,Alice Brown,Monitor,Electronics,5,300,1500,South
1380,2026-04-08,Frank Green,Sofa,Furniture,8,600,4800,EAST
1381,2025-03-21,Ivy Taylor,Printer,Electronics,2,200,400,West
1382,2025-04-22,Charlie Davis,Blender,Appliances,9,50,450,EAST
1383,17-06-2026,Charlie Davis,Monitor,Electronics,3,300,900,North
1384,2024-12-11,Jack Black,Keyboard,Electronics,2,40,80,EAST
1385,2025-11-07,Leo Tolstoy,Bookshelf,Furniture,1,300,300,West
1386,2026-07-18,Ivy Taylor,Bookshelf,Furniture,8,300,,South
1387,2026-01-22,Nathan Drake,Smart Watch,Electronics,7,250,1750,East
1388,2025-06-22,Alice Brown,Desk,Furniture,6,450,2700,West
1389,2026-05-11,Frank Green,Printer,Electronics,5,200,1000,EAST
1390,02-07-2025,Hank Williams,Printer,Electronics,2,200,,West
1391,2023-08-20,Bob Johnson,Coffee Maker,Appliances,3,75,225,North
1392,2024-07-14,Olivia Munn,Sofa,Furniture,4,600,2400,West
1393,2025-02-25,Bob Johnson,Sofa,Furniture,3,600,1800,West
1394,2025-01-19,Nathan Drake,Coffee Maker,Appliances,8,75,600,North
1395,2023-03-30,Mary Shelley,Desk Chair,Furniture,6,150,900,East
1396,2024-05-16,Kathy Bates,Monitor,Electronics,7,300,2100,East
1397,2025-03-17,Mary Shelley,Printer,Electronics,6,200,1200, north 
1398,31-01-2025,Frank Green,Desk,Furniture,8,450,3600,East
1399,07/25/25,Mary Shelley,Desk,Furniture,3,450,1350,EAST
1400,2025-05-11,John Doe,Monitor,Electronics,4,300,1200,North
1401,2023-10-01,Hank Williams,Laptop,Electronics,6,1200,,West
1402,2026-01-09,Charlie Davis,Coffee Maker,Appliances,8,75,600,North
1403,13-12-2025,jane smith,Mouse,Electronics,3,25,75,North
1404,2026-01-04,John Doe,Blender,Appliances,-1,50,-50,EAST
1405,2025-11-12,Peter Parker,Printer,Electronics,6,200,, north 
1406,2024-10-06,Hank Williams,Coffee Maker,Appliances,-1,75,-75,East
1407,2025-02-27,Leo Tolstoy,Smart Watch,Electronics,1,250,250, north 
1408,2023-12-09,Charlie Davis,Blender,Appliances,9,50,450,North
1409,08/31/23,Leo Tolstoy,Printer,Electronics,3,200,600,East
1410,2023-04-27,Grace Hopper,Sofa,Furniture,4,600,2400,south
1411,2026-08-12,Jack Black,Printer,Electronics,3,200,600, north 
1412,06/01/25,Alice Brown,Laptop,Electronics,7,1200,8400,south
1413,2024-03-07,Alice Brown,Blender,Appliances,1,50,50,South
1414,2024-06-11,Frank Green,Sofa,Furniture,7,600,4200,south
1415,2025-12-21,Kathy Bates,Coffee Maker,Appliances,5,75,375, north 
1415,2025-12-21,Kathy Bates,Coffee Maker,Appliances,5,75,375, north 
1416,2024-06-09,Frank Green,Sofa,Furniture,5,600,3000, north 
1417,2024-01-16,Peter Parker,Smart Watch,Electronics,2,250,500, north 
1418,2023-02-06,Nathan Drake,Sofa,Furniture,4,600,2400,North
1419,2024-06-07,Bob Johnson,Mouse,Electronics,2,25,50,West
1420,2024-02-26,Olivia Munn,Desk,Furniture,6,450,2700, north 
1421,2024-02-02,Kathy Bates,Mouse,Electronics,9,25,225,EAST
1422,2024-10-24,Charlie Davis,Mouse,Electronics,1,25,25,south
1423,2024-08-08,Leo Tolstoy,Monitor,Electronics,8,300,2400,south
1424,2026-11-29,Jack Black,Sofa,Furniture,1,600,600,south
1425,2026-07-27,John Doe,Desk Chair,Furniture,5,150,750,North
1426,2025-07-07,jane smith,Desk,Furniture,6,450,2700, north 
1427,2024-04-28,Alice Brown,Laptop,Electronics,4,1200,4800,south
1428,2025-08-19,Hank Williams,Monitor,Electronics,5,300,1500,South
1429,2024-04-19,Hank Williams,Blender,Appliances,6,50,300,East
1430,2024-01-07,Leo Tolstoy,Laptop,Electronics,4,1200,4800,EAST
1431,2026-04-11,Charlie Davis,Headphones,electronics,4,100,400,EAST
1432,2024-03-22,Eve White,Mouse,Electronics,6,25,150,south
1433,2025-03-28,Bob Johnson,Desk,Furniture,4,450,1800,South
1434,2024-08-10,Nathan Drake,Desk Chair,Furniture,6,150,900,West
1435,2026-01-14,Hank Williams,Mouse,Electronics,3,25,75,East
1436,2024-06-09,Leo Tolstoy,Mouse,Electronics,8,25,200,South
1437,2023-08-14,Peter Parker,Desk Chair,Furniture,2,150,300,East
1438,2024-06-26,Frank Green,Mouse,Electronics,4,25,100,South
1439,2023-12-15,Frank Green,Keyboard,Electronics,5,40,200,south
1440,2024-08-24,Frank Green,Headphones,electronics,9,100,900,South
1441,2024-07-19,Eve White,Blender,Appliances,7,50,350,North
1442,2024-05-18,Ivy Taylor,Desk Chair,Furniture,-1,150,-150,North
1443,2024-09-26,Mary Shelley,Bookshelf,Furniture,4,300,,south
1444,2024-10-10,Grace Hopper,Desk Chair,Furniture,6,150,900,EAST
1445,2024-02-01,jane smith,Monitor,Electronics,5,300,1500,West
1446,2023-11-16,Nathan Drake,Smart Watch,Electronics,1,250,250,EAST
1447,2025-09-20,Mary Shelley,Smart Watch,Electronics,6,250,1500, north 
1448,2025-01-16,Bob Johnson,Coffee Maker,Appliances,1,75,75,South
1449,2026-02-07,Ivy Taylor,Printer,Electronics,7,200,,North
1450,2026-06-03,Alice Brown,Laptop,Electronics,6,1200,7200,West
1451,2023-02-11,Olivia Munn,Headphones,electronics,4,100,400,South
1452,2024-11-17,jane smith,Mouse,Electronics,3,25,75, north 
1453,18-04-2025,John Doe,Sofa,Furniture,1,600,600,South
1454,24-02-2026,Hank Williams,Desk,Furniture,8,450,3600, north 
1455,2025-10-04,,Desk Chair,Furniture,5,150,750,East
1456,2026-09-19,Olivia Munn,Monitor,Electronics,7,300,2100,EAST
1457,2026-03-14,jane smith,Monitor,Electronics,7,300,2100,North
1458,2026-03-30,Jack Black,Sofa,Furniture,6,600,3600, north 
1459,2024-11-12,Frank Green,Sofa,Furniture,6,600,3600,North
1460,2025-09-19,Peter Parker,Monitor,Electronics,3,300,900,East
1461,2025-01-19,Charlie Davis,Laptop,Electronics,2,1200,2400,South
1462,2024-09-16,Alice Brown,Printer,Electronics,2,200,400,south
1463,2023-02-15,jane smith,Bookshelf,Furniture,3,300,900,EAST
1464,2023-08-20,Grace Hopper,Printer,Electronics,5,200,1000,EAST
1465,08-05-2024,Leo Tolstoy,Desk,Furniture,9,450,4050,EAST
1466,2023-12-15,Charlie Davis,Blender,Appliances,5,50,250,EAST
1467,2024-08-22,Hank Williams,Bookshelf,Furniture,8,300,2400,South
1468,2024-09-12,jane smith,Headphones,electronics,7,100,700,West
1469,2025-04-12,Bob Johnson,Keyboard,Electronics,7,40,,EAST
1470,2026-11-21,Alice Brown,Keyboard,Electronics,3,40,120,EAST
1471,2026-09-10,Hank Williams,Monitor,Electronics,5,300,1500,South
1472,06-05-2024,jane smith,Monitor,Electronics,6,300,1800,South
1473,12-03-2026,Frank Green,Blender,Appliances,-1,50,-50, north 
1474,2023-10-12,John Doe,Laptop,Electronics,4,1200,4800,North
1475,2023-06-14,Bob Johnson,Laptop,Electronics,9,1200,10800, north 
1476,01/20/25,Nathan Drake,Coffee Maker,Appliances,1,75,75,south
1477,2023-08-26,Hank Williams,Mouse,Electronics,4,25,100,EAST
1478,2024-05-02,Ivy Taylor,Keyboard,Electronics,6,40,240,North
1479,02/11/25,John Doe,Keyboard,Electronics,4,40,160, north 
1480,2023-12-30,Eve White,Bookshelf,Furniture,7,300,2100,East
1481,2026-02-18,Ivy Taylor,Smart Watch,Electronics,4,250,1000, north 
1482,2023-04-27,Hank Williams,Blender,Appliances,9,50,450,North
1483,2026-07-31,Alice Brown,Headphones,electronics,5,100,500,West
1484,2024-07-24,Nathan Drake,Desk,Furniture,-1,450,-450,West
1485,2024-12-31,Kathy Bates,Monitor,Electronics,8,300,2400,South
1486,2024-12-01,Frank Green,Bookshelf,Furniture,4,300,1200,North
1487,2024-08-16,Kathy Bates,Coffee Maker,Appliances,4,75,300,West
1488,2024-12-27,Jack Black,Laptop,Electronics,3,1200,3600,North
1489,2023-01-09,Mary Shelley,Laptop,Electronics,9,1200,10800,East
1490,2024-04-03,Nathan Drake,Bookshelf,Furniture,1,300,300,EAST
1491,2025-08-08,Charlie Davis,Laptop,Electronics,4,1200,4800,East
1492,2026-08-26,Bob Johnson,Mouse,Electronics,4,25,100,South
1493,2023-07-11,Peter Parker,Blender,Appliances,5,50,250,EAST
1494,2023-04-04,Charlie Davis,Mouse,Electronics,8,25,200,South
1495,2023-09-01,Alice Brown,Smart Watch,Electronics,1,250,250,East
1496,2023-08-16,Olivia Munn,Printer,Electronics,6,200,1200,South
1497,2024-06-24,Grace Hopper,Bookshelf,Furniture,3,300,900,North
1498,2023-06-19,Eve White,Bookshelf,Furniture,6,300,1800,West
1499,06-05-2024,John Doe,Keyboard,Electronics,5,40,200,South
1500,2023-01-05,Charlie Davis,Desk Chair,Furniture,4,150,600,EAST
1501,2026-10-06,Eve White,Blender,Appliances,9,50,450,North
1502,2023-08-10,Grace Hopper,Keyboard,Electronics,2,40,80,West
1502,2023-08-10,Grace Hopper,Keyboard,Electronics,2,40,80,West
1503,2024-03-02,Hank Williams,Laptop,Electronics,3,1200,3600,south
1504,2025-11-08,Olivia Munn,Sofa,Furniture,7,600,4200,North
1505,2024-05-23,Leo Tolstoy,Smart Watch,Electronics,2,250,500,South
1506,26-09-2026,Alice Brown,Desk,Furniture,8,450,3600,south
1507,17-06-2026,Peter Parker,Laptop,Electronics,6,1200,7200,EAST
1508,2025-05-12,Eve White,Blender,Appliances,3,50,150,South
1509,2025-08-12,Nathan Drake,Desk Chair,Furniture,3,150,450,West
1510,2024-11-25,Kathy Bates,Printer,Electronics,2,200,,North
1511,2023-01-20,Frank Green,Headphones,electronics,1,100,100,South
1512,2025-12-25,Leo Tolstoy,Laptop,Electronics,2,1200,2400,North
1513,2025-11-08,Olivia Munn,Sofa,Furniture,9,600,5400,South
1513,2025-11-08,Olivia Munn,Sofa,Furniture,9,600,5400,South
1514,2025-02-27,Ivy Taylor,Bookshelf,Furniture,3,300,900,West
1515,2026-07-11,Charlie Davis,Sofa,Furniture,1,600,600,EAST
1516,09-08-2025,Peter Parker,Laptop,Electronics,5,1200,6000,West
1517,2025-12-12,Charlie Davis,Desk,Furniture,5,450,2250,West
1518,2026-12-19,Leo Tolstoy,Laptop,Electronics,4,1200,4800,West
1519,2024-10-28,Ivy Taylor,Coffee Maker,Appliances,3,75,225, north 
1520,2025-03-12,Grace Hopper,Desk Chair,Furniture,6,150,900,West
1521,2025-12-18,Alice Brown,Desk,Furniture,-1,450,-450,south
1522,2025-06-15,Kathy Bates,Smart Watch,Electronics,7,250,1750,East
1523,2026-02-27,Alice Brown,Coffee Maker,Appliances,9,75,675, north 
1524,2026-06-25,Peter Parker,Bookshelf,Furniture,7,300,2100,EAST
1525,2025-10-28,Hank Williams,Blender,Appliances,7,50,350,South
1526,2024-09-04,Frank Green,Printer,Electronics,7,200,1400,East
1527,2026-09-19,Bob Johnson,Desk Chair,Furniture,1,150,150,South
1528,2024-06-16,Nathan Drake,Keyboard,Electronics,2,40,80,West
1529,2025-08-14,Alice Brown,Coffee Maker,Appliances,4,75,300, north 
1530,13-02-2025,Leo Tolstoy,Keyboard,Electronics,4,40,160,EAST
1531,2026-11-04,Olivia Munn,Bookshelf,Furniture,5,300,1500, north 
1532,13-01-2025,Leo Tolstoy,Printer,Electronics,4,200,800,South
1533,2024-05-30,Nathan Drake,Coffee Maker,Appliances,1,75,75,East
1534,2025-09-28,Ivy Taylor,Bookshelf,Furniture,8,300,2400,South
1535,2026-08-15,Leo Tolstoy,Coffee Maker,Appliances,9,75,675, north 
1536,21-08-2023,Mary Shelley,Coffee Maker,Appliances,8,75,600,West
1537,2026-12-06,Bob Johnson,Keyboard,Electronics,7,40,280,EAST
1538,2023-02-26,Hank Williams,Headphones,electronics,3,100,,south
1539,2026-06-13,Ivy Taylor,Desk Chair,Furniture,1,150,150,North
1540,2025-09-13,Hank Williams,Blender,Appliances,8,50,400,EAST
1541,2025-03-15,Ivy Taylor,Desk,Furniture,8,450,3600,West
1542,2023-04-28,John Doe,Blender,Appliances,3,50,150,West
1543,12/27/23,Eve White,Coffee Maker,Appliances,4,75,300, north 
1544,2026-12-05,Kathy Bates,Blender,Appliances,7,50,350,south
1545,2024-02-19,Charlie Davis,Desk,Furniture,4,450,1800,South
1546,2024-09-06,Charlie Davis,Sofa,Furniture,7,600,,North
1547,2025-04-27,Hank Williams,Mouse,Electronics,9,25,,North
1548,2026-11-27,Hank Williams,Blender,Appliances,8,50,400,East
1549,11-01-2023,Hank Williams,Sofa,Furniture,2,600,1200,south
1550,2024-06-01,jane smith,Mouse,Electronics,3,25,75,South
1551,2026-01-25,Hank Williams,Coffee Maker,Appliances,9,75,675,East
1552,2026-09-07,Hank Williams,Keyboard,Electronics,4,40,160,West
1553,2024-12-05,Mary Shelley,Printer,Electronics,7,200,1400,south
1554,2023-03-10,Charlie Davis,Smart Watch,Electronics,5,250,1250,south
1555,2026-04-24,Frank Green,Monitor,Electronics,1,300,300,North
1556,2026-09-11,Charlie Davis,Smart Watch,Electronics,6,250,1500, north 
1557,10/22/24,Olivia Munn,Sofa,Furniture,7,600,4200,South
1558,2023-01-12,Hank Williams,Desk Chair,Furniture,4,150,600,North
1559,2024-09-26,Charlie Davis,Keyboard,Electronics,9,40,360,South
1560,12/03/24,Charlie Davis,Desk,Furniture,4,450,1800,North
1561,2026-03-04,Charlie Davis,Blender,Appliances,8,50,400,East
1562,22-06-2025,Grace Hopper,Monitor,Electronics,9,300,2700,East
1563,2024-08-16,Leo Tolstoy,Sofa,Furniture,9,600,5400,East
1564,2023-01-25,Olivia Munn,Blender,Appliances,4,50,,EAST
1565,2023-04-24,Charlie Davis,Desk Chair,Furniture,2,150,300,West
1566,2026-04-26,Grace Hopper,Sofa,Furniture,3,600,1800,West
1567,2025-08-07,Leo Tolstoy,Monitor,Electronics,1,300,300,East
1568,2025-05-18,John Doe,Desk Chair,Furniture,5,150,750,West
1569,2026-10-17,Frank Green,Coffee Maker,Appliances,7,75,525, north 
1570,2026-04-24,Nathan Drake,Keyboard,Electronics,8,40,320,EAST
1571,2026-06-04,Grace Hopper,Bookshelf,Furniture,8,300,2400,East
1572,2023-08-18,Hank Williams,Coffee Maker,Appliances,4,75,300,EAST
1573,2024-03-14,Kathy Bates,Laptop,Electronics,-1,1200,-1200,EAST
1574,2023-10-22,Bob Johnson,Bookshelf,Furniture,2,300,600,South
1575,2023-04-30,Eve White,Desk Chair,Furniture,1,150,150,East
1576,2025-02-23,Kathy Bates,Desk,Furniture,8,450,3600,EAST
1577,2025-08-01,Alice Brown,Bookshelf,Furniture,7,300,2100, north 
1578,2024-09-01,Kathy Bates,Mouse,Electronics,8,25,200,south
1579,2024-06-14,Frank Green,Monitor,Electronics,6,300,1800, north 
1580,2024-01-05,Kathy Bates,Coffee Maker,Appliances,5,75,375,EAST
1581,2024-06-24,Peter Parker,Bookshelf,Furniture,6,300,1800, north 
1582,2025-01-23,Grace Hopper,Monitor,Electronics,4,300,1200,South
1583,2024-10-10,Olivia Munn,Desk Chair,Furniture,1,150,150,EAST
1584,08/16/23,Ivy Taylor,Desk Chair,Furniture,6,150,900,East
1585,2024-04-19,Peter Parker,Monitor,Electronics,5,300,1500,South
1586,2026-12-09,Alice Brown,Blender,Appliances,5,50,250,North
1587,2023-05-30,Bob Johnson,Monitor,Electronics,8,300,2400,West
1588,2024-11-05,Grace Hopper,Bookshelf,Furniture,2,300,600, north 
1589,2025-06-07,Nathan Drake,Coffee Maker,Appliances,8,75,600,East
1590,2024-07-31,Eve White,Printer,Electronics,3,200,600,West
1591,2023-07-11,Charlie Davis,Smart Watch,Electronics,8,250,2000,EAST
1592,2024-05-09,Peter Parker,Desk Chair,Furniture,1,150,150,South
1593,2025-03-09,Mary Shelley,Monitor,Electronics,8,300,2400,South
1594,01/26/25,Mary Shelley,Desk,Furniture,5,450,2250,East
1595,01/25/23,Leo Tolstoy,Blender,Appliances,4,50,200,East
1596,2024-01-22,Nathan Drake,Desk Chair,Furniture,5,150,750,South
1597,2023-03-24,Bob Johnson,Mouse,Electronics,8,25,200,South
1598,2026-02-15,Kathy Bates,Blender,Appliances,7,50,350,West
1599,2026-12-03,Frank Green,Printer,Electronics,1,200,200,EAST
1600,2026-06-06,Kathy Bates,Printer,Electronics,3,200,600,south
1601,2025-04-24,Eve White,Printer,Electronics,7,200,1400,south
1602,2025-04-09,Ivy Taylor,Keyboard,Electronics,5,40,200, north 
1603,2025-09-09,Leo Tolstoy,Smart Watch,Electronics,4,250,1000,West
1604,2026-06-07,Bob Johnson,Mouse,Electronics,7,25,175,East
1605,2023-08-31,Jack Black,Monitor,Electronics,-1,300,-300,East
1606,2026-06-11,Leo Tolstoy,Headphones,electronics,8,100,,south
1607,2026-08-04,Bob Johnson,Desk,Furniture,4,450,1800,West
1608,2024-05-11,Nathan Drake,Sofa,Furniture,2,600,1200,South
1609,2024-03-27,Jack Black,Bookshelf,Furniture,7,300,2100,East
1610,2026-09-09,Olivia Munn,Printer,Electronics,5,200,1000,South
1611,2024-10-03,Ivy Taylor,Keyboard,Electronics,-1,40,-40,south
1612,2025-03-13,Alice Brown,Bookshelf,Furniture,7,300,2100, north 
1613,2026-03-23,Charlie Davis,Desk Chair,Furniture,7,150,1050,North
1614,2024-02-12,Hank Williams,Laptop,Electronics,5,1200,6000,EAST
1615,2026-09-22,Nathan Drake,Laptop,Electronics,9,1200,10800,West
1616,2024-03-18,Nathan Drake,Printer,Electronics,8,200,1600,West
1617,2024-06-11,Grace Hopper,Monitor,Electronics,6,300,1800, north 
1618,2023-06-11,,Desk,Furniture,7,450,3150,East
1619,2026-05-15,Olivia Munn,Coffee Maker,Appliances,2,75,150,West
1620,2023-04-03,Nathan Drake,Monitor,Electronics,6,300,1800,East
1621,2023-03-08,Bob Johnson,Printer,Electronics,3,200,600,South
1622,2025-11-22,John Doe,Blender,Appliances,9,50,450,North
1623,2026-10-27,Jack Black,Headphones,electronics,4,100,,East
1624,2023-05-10,Olivia Munn,Laptop,Electronics,8,1200,,East
1625,2025-02-14,Kathy Bates,Printer,Electronics,8,200,1600, north 
1626,2024-05-05,Peter Parker,Keyboard,Electronics,3,40,120,South
1627,2024-07-05,,Desk,Furniture,9,450,4050,North
1628,01/01/23,Eve White,Desk,Furniture,5,450,2250, north 
1629,2025-12-18,Olivia Munn,Printer,Electronics,9,200,1800,south
1630,2026-03-19,Grace Hopper,Sofa,Furniture,3,600,1800,East
1631,09/30/25,Charlie Davis,Bookshelf,Furniture,6,300,1800,North
1632,10/15/24,Jack Black,Headphones,electronics,9,100,900,EAST
1633,2025-01-01,Alice Brown,Blender,Appliances,1,50,50,south
1634,2024-01-31,Kathy Bates,Bookshelf,Furniture,1,300,300,EAST
1635,2026-01-04,Eve White,Mouse,Electronics,3,25,75,North
1636,2023-04-26,Ivy Taylor,Blender,Appliances,8,50,400,EAST
1637,2024-01-28,jane smith,Sofa,Furniture,3,600,1800,West
1638,2024-07-07,Nathan Drake,Headphones,electronics,9,100,900,North
1639,2026-01-16,Alice Brown,Sofa,Furniture,2,600,1200,West
1640,2024-10-09,John Doe,Desk Chair,Furniture,7,150,1050, north 
1640,2024-10-09,John Doe,Desk Chair,Furniture,7,150,1050, north 
1641,2025-11-20,Bob Johnson,Sofa,Furniture,9,600,5400, north 
1642,2026-08-06,Alice Brown,Coffee Maker,Appliances,7,75,525, north 
1643,2023-07-29,Kathy Bates,Keyboard,Electronics,5,40,200,south
1644,2026-01-04,jane smith,Printer,Electronics,6,200,1200,North
1645,2023-07-27,Grace Hopper,Headphones,electronics,9,100,900,EAST
1646,2026-08-04,Hank Williams,Printer,Electronics,7,200,1400,south
1647,2023-09-21,Ivy Taylor,Laptop,Electronics,4,1200,4800,East
1648,2025-03-06,Olivia Munn,Sofa,Furniture,5,600,3000,south
1649,05/30/24,Grace Hopper,Keyboard,Electronics,7,40,280,South
1650,2026-05-16,jane smith,Laptop,Electronics,6,1200,7200,South
1651,2023-06-06,Charlie Davis,Bookshelf,Furniture,5,300,1500,south
1652,2025-11-03,Kathy Bates,Printer,Electronics,8,200,1600, north 
1653,2025-10-01,John Doe,Mouse,Electronics,6,25,150,North
1654,2025-05-27,Nathan Drake,Desk Chair,Furniture,1,150,150,south
1655,2024-05-29,Mary Shelley,Smart Watch,Electronics,2,250,500,EAST
1656,2023-04-13,John Doe,Smart Watch,Electronics,4,250,1000,East
1657,2023-07-23,Mary Shelley,Bookshelf,Furniture,5,300,1500,West
1658,2024-10-28,,Laptop,Electronics,7,1200,8400, north 
1659,2023-03-04,Olivia Munn,Sofa,Furniture,2,600,1200,South
1660,2026-10-16,Leo Tolstoy,Sofa,Furniture,6,600,3600,West
1661,2026-02-13,Kathy Bates,Smart Watch,Electronics,4,250,1000,North
1662,2025-01-09,Hank Williams,Headphones,electronics,8,100,800,EAST
1663,2025-06-16,Charlie Davis,Coffee Maker,Appliances,2,75,150,south
1664,2026-12-29,,Sofa,Furniture,-1,600,-600,East
1665,2023-08-29,Nathan Drake,Keyboard,Electronics,6,40,240,East
1666,2025-10-07,jane smith,Sofa,Furniture,6,600,3600,West
1667,2024-04-17,,Smart Watch,Electronics,3,250,750,North
1668,2026-06-20,Ivy Taylor,Headphones,electronics,1,100,100,West
1669,2026-07-19,Alice Brown,Blender,Appliances,6,50,300,south
1670,2023-10-21,Eve White,Mouse,Electronics,7,25,,East
1671,2026-12-21,Leo Tolstoy,Keyboard,Electronics,7,40,280,West
1672,2025-01-22,Eve White,Headphones,electronics,5,100,500,EAST
1673,03/12/25,Grace Hopper,Mouse,Electronics,4,25,100,East
1674,2024-12-31,Charlie Davis,Monitor,Electronics,5,300,1500, north 
1675,2026-01-23,John Doe,Monitor,Electronics,4,300,,West
1676,04/24/23,John Doe,Monitor,Electronics,6,300,1800, north 
1677,26-09-2023,Peter Parker,Laptop,Electronics,5,1200,6000,North
1678,2024-01-12,Charlie Davis,Sofa,Furniture,5,600,3000,North
1679,2023-02-08,Kathy Bates,Desk Chair,Furniture,9,150,1350,East
1680,2024-02-06,Frank Green,Desk,Furniture,2,450,900,North
1681,2025-02-03,Charlie Davis,Monitor,Electronics,1,300,300,South
1682,2026-04-18,Bob Johnson,Blender,Appliances,1,50,, north 
1683,2024-03-28,Grace Hopper,Sofa,Furniture,1,600,600,EAST
1684,10-08-2025,,Blender,Appliances,7,50,350,North
1685,2026-10-31,Charlie Davis,Laptop,Electronics,4,1200,4800,North
1686,2026-02-03,John Doe,Sofa,Furniture,5,600,3000,West
1687,2025-01-11,Bob Johnson,Blender,Appliances,3,50,150,south
1688,2025-03-12,Hank Williams,Bookshelf,Furniture,1,300,300, north 
1689,2026-10-13,Frank Green,Sofa,Furniture,1,600,600,south
1690,2025-06-06,Ivy Taylor,Bookshelf,Furniture,5,300,1500,EAST
1691,2023-06-18,Jack Black,Monitor,Electronics,8,300,2400, north 
1692,2023-10-10,Kathy Bates,Blender,Appliances,7,50,350,East
1693,2024-03-26,Nathan Drake,Headphones,electronics,4,100,400,West
1694,2023-01-17,Nathan Drake,Headphones,electronics,8,100,,North
1695,2026-09-24,Grace Hopper,Sofa,Furniture,7,600,4200,South
1696,2024-01-14,Frank Green,Desk Chair,Furniture,8,150,1200,North
1697,2025-12-29,Bob Johnson,Desk Chair,Furniture,7,150,1050,East
1698,2025-09-09,Ivy Taylor,Smart Watch,Electronics,8,250,2000,South
1699,2024-08-11,Nathan Drake,Keyboard,Electronics,4,40,160,West
1700,12-10-2025,Nathan Drake,Desk Chair,Furniture,3,150,450,North
1701,2025-01-11,Charlie Davis,Mouse,Electronics,1,25,25,East
1702,2024-11-25,Charlie Davis,Desk,Furniture,6,450,2700,East
1703,2023-08-21,Hank Williams,Headphones,electronics,4,100,400,EAST
1704,2023-06-16,Grace Hopper,Headphones,electronics,3,100,300,South
1705,2025-06-02,Hank Williams,Mouse,Electronics,7,25,175,south
1706,2023-11-11,Grace Hopper,Bookshelf,Furniture,1,300,300,West
1707,2024-03-15,Frank Green,Coffee Maker,Appliances,6,75,450, north 
1708,2023-01-18,Frank Green,Monitor,Electronics,3,300,900,East
1709,2023-10-16,Olivia Munn,Monitor,Electronics,6,300,1800,North
1710,2024-10-31,Nathan Drake,Keyboard,Electronics,9,40,360,South
1711,2023-05-26,Grace Hopper,Coffee Maker,Appliances,8,75,600,North
1712,2026-08-04,Charlie Davis,Desk,Furniture,4,450,1800,EAST
1713,2024-09-26,jane smith,Headphones,electronics,1,100,100,East
1714,2026-12-02,Jack Black,Headphones,electronics,8,100,800,South
1715,2025-12-12,Leo Tolstoy,Monitor,Electronics,5,300,1500,South
1716,2023-01-01,Peter Parker,Bookshelf,Furniture,8,300,2400,East
1717,2025-09-18,John Doe,Bookshelf,Furniture,5,300,,south
1718,2026-12-14,Eve White,Smart Watch,Electronics,8,250,2000,North
1719,2025-09-18,Bob Johnson,Coffee Maker,Appliances,2,75,150,south
1720,2024-05-27,John Doe,Headphones,electronics,8,100,800,South
1721,2023-07-06,Bob Johnson,Printer,Electronics,9,200,1800,EAST
1722,2025-12-09,jane smith,Coffee Maker,Appliances,8,75,600,North
1723,2026-09-26,Alice Brown,Smart Watch,Electronics,8,250,2000,EAST
1724,2023-06-06,Mary Shelley,Blender,Appliances,8,50,400,South
1725,2023-04-13,Mary Shelley,Blender,Appliances,2,50,100,East
1726,2023-04-08,Charlie Davis,Mouse,Electronics,1,25,25,South
1727,2023-03-10,Jack Black,Headphones,electronics,9,100,900,South
1728,2026-03-05,John Doe,Headphones,electronics,1,100,100, north 
1729,2025-06-17,Bob Johnson,Mouse,Electronics,7,25,, north 
1730,2025-10-12,Mary Shelley,Desk Chair,Furniture,-1,150,-150,West
1731,13-01-2024,Ivy Taylor,Sofa,Furniture,1,600,600,West
1732,2025-07-29,Ivy Taylor,Desk,Furniture,8,450,3600,South
1733,2026-06-08,Jack Black,Bookshelf,Furniture,6,300,1800,East
1734,2024-03-16,Bob Johnson,Desk,Furniture,2,450,900,EAST
1735,2026-08-12,John Doe,Keyboard,Electronics,6,40,240, north 
1736,27-06-2023,,Smart Watch,Electronics,4,250,1000,south
1737,2025-09-26,Bob Johnson,Sofa,Furniture,4,600,2400,North
1738,2024-08-05,Hank Williams,Smart Watch,Electronics,5,250,1250,East
1739,2023-08-27,jane smith,Desk Chair,Furniture,3,150,450,EAST
1740,2024-09-17,Alice Brown,Laptop,Electronics,1,1200,1200,EAST
1741,2026-08-18,Bob Johnson,Keyboard,Electronics,6,40,,South
1742,2024-08-16,Ivy Taylor,Coffee Maker,Appliances,9,75,675,North
1743,2025-10-11,Alice Brown,Monitor,Electronics,5,300,1500, north 
1744,2023-02-21,jane smith,Smart Watch,Electronics,1,250,250,EAST
1745,2024-04-30,Alice Brown,Headphones,electronics,3,100,300, north 
1746,2025-04-03,Peter Parker,Coffee Maker,Appliances,3,75,,West
1747,03-03-2023,Eve White,Laptop,Electronics,9,1200,10800, north 
1748,2023-11-12,Leo Tolstoy,Keyboard,Electronics,5,40,200,south
1749,2026-09-08,Leo Tolstoy,Sofa,Furniture,4,600,2400,south
1750,2026-06-23,Alice Brown,Laptop,Electronics,3,1200,3600,West
1751,2023-05-10,Eve White,Desk Chair,Furniture,2,150,300,south
1752,2024-07-02,Nathan Drake,Printer,Electronics,4,200,800,West
