EmpID,FirstName,LastName,Department,JobRole,HireDate,TerminationDate,Salary,Gender,JobSatisfaction,Attrition
10364,Charlie,Johnson,Sales,Manager,2019-09-21,2020-08-19,55974,Female,2,Yes
10365,Bob,Miller,Sales,Director,2020-11-07,,64759,F,2,No
10366,Jane,Wilson,R&D,HR Rep,06/30/2019,,97273,Female,3,No
10367,Eve,Davis,HR,Manager,2019-09-26,2021-08-07,80036,M,3,Yes
10368,John,Davis,R&D,Analyst,2020-09-18,,73484,Male,1,No
10369,Frank,Smith, saLes ,Manager,2016-08-22,2017-04-01,134167,M,4,Yes
10370,John,Wilson, HR,HR Rep,2023-01-08,,42942,Male,4,No
10371,Jane,Smith,HR,Analyst,2017-01-04,,44688,M,2,No
10372,Charlie,Brown,R&D,Salesperson,2018-10-24,,,M,4,No
10373,Jane,Wilson,R&D,Developer,2020-09-10,,56044,M,3,No
10374,Bob,Miller,Sales,Manager,2018-05-19,,104905,M,2,No
10375,Eve,Wilson,HR,Developer,2021-05-09,,92755,Female,1,No
10376,Alice,Smith,R&D,Director,2016-11-06,,,F,1,No
10377,Eve,Smith,R&D,Director,2022-07-16,,93402,Female,2,No
10378,Diana,Brown,R&D,Manager,2019-03-16,,126231,F,3,No
10379,Frank,Smith,HR,Director,2017-10-13,,46583,Male,2,No
10380,Diana,Johnson,HR,Salesperson,2015-02-28,2015-12-28,74953,Male,2,Yes
10381,Eve,Doe,R&D,HR Rep,2017-03-09,,59683,M,2,yes
10382,Eve,Davis, saLes ,HR Rep,2015-10-14,,130395,Male,3,No
10383,Frank,Johnson,R&D,Manager,12/31/2022,,140481,M,2,No
10384,Bob,Brown,Sales,Salesperson,2018-09-06,,51645,F,2,No
10385,Charlie,Johnson, saLes ,Developer,2018-06-13,,79254,Male,4,No
10386,Frank,Brown, saLes ,Developer,2015-10-01,,,Male,2,No
10387,Diana,Johnson,R&D,Director,11/13/2017,,50589,F,3,No
10388,Bob,Davis,R&D,Salesperson,2020-02-17,,145950,Female,3,No
10389,Charlie,Doe,HR,HR Rep,06/13/2021,,66653,M,3,No
10390,John,Brown, saLes ,Salesperson,2017-12-15,,88127,Female,4,No
10391,Charlie,Johnson,R&D,Developer,2021-05-07,,113327,M,2,No
10392,Diana,Brown,R&D,HR Rep,12/03/2018,,130709,Male,3,No
10393,Bob,Brown,Sales,Analyst,2018-02-16,,67722,M,2,No
10394,Charlie,Smith,Sales,Analyst,2016-04-20,,126679,Male,4,No
10395,Diana,Brown,Sales,Director,2020-05-03,,83012,F,4,No
10396,Charlie,Brown,Sales,Salesperson,2021-10-07,,139678,Female,2,No
10397,Diana,Wilson,HR,Developer,2019-06-12,,87170,F,3,No
10398,Jane,Brown, saLes ,Manager,2020-11-24,,109320,M,4,No
10399,Diana,Brown,R&D,Developer,2017-06-26,,46138,M,2,No
10400,John,Smith, HR,Analyst,2017-08-10,,78506,Male,2,No
10401,Alice,Doe,R&D,Salesperson,12/10/2021,,99590,F,3,No
10402,Charlie,Johnson, HR,Salesperson,2016-12-27,,,Female,4,No
10403,Eve,Doe, saLes ,HR Rep,2021-04-21,2025-02-13,101768,Male,2,Yes
10404,Jane,Johnson, saLes ,HR Rep,2018-04-12,,131600,Female,3,No
10405,John,Wilson, saLes ,Director,2016-10-26,,95322,Male,3,No
10406,Alice,Davis, saLes ,Director,2018-10-14,,45250,F,1,No
10407,Bob,Brown, HR,HR Rep,2018-12-08,,55379,M,1,No
10408,Jane,Wilson,Sales,Salesperson,2018-06-28,,66806,Male,2,No
10409,Alice,Johnson, saLes ,Salesperson,2018-04-07,,70952,Male,2,No
10410,Diana,Wilson, saLes ,Salesperson,2015-04-16,,65352,M,4,No
10411,Frank,Smith,R&D,Manager,2020-11-10,2022-11-23,125212,M,2,Yes
10412,Diana,Johnson, saLes ,Developer,2018-07-19,,143328,M,2,No
10413,Charlie,Miller,HR,Salesperson,2018-12-23,,76250,Female,1,yes
10414,Frank,Miller, HR,Analyst,10/17/2018,,117378,F,4,No
10415,Charlie,Miller,R&D,Director,11/22/2016,,99093,Female,1,No
10416,Diana,Smith, saLes ,HR Rep,2015-07-23,,,Male,2,No
10417,John,Smith,R&D,Salesperson,2019-08-29,,126989,Female,1,No
10418,Charlie,Brown,R&D,Manager,2019-02-21,,124678,F,3,No
10419,Jane,Wilson,HR,Manager,2023-02-08,,139247,F,4,No
10420,Eve,Wilson, HR,Developer,2016-02-07,,97960,F,1,No
10421,Diana,Smith,Sales,Salesperson,2015-02-11,2017-04-15,124887,M,2,Yes
10422,Bob,Davis, HR,Manager,2020-04-13,,45130,Male,4,No
10423,Eve,Miller,Sales,Director,01/05/2021,,97027,M,4,No
10424,Eve,Johnson,R&D,Salesperson,2018-10-12,,138362,F,2,No
10425,Jane,Wilson,Sales,Director,2022-02-01,,128379,Female,4,No
10426,John,Smith,R&D,Salesperson,2015-06-19,,112276,Female,2,No
10427,Alice,Doe,R&D,Manager,2022-02-10,,94769,Female,4,No
10428,Bob,Johnson,R&D,Developer,2015-07-24,,42411,M,2,No
10429,Jane,Doe,Sales,Director,2022-10-07,,68149,M,3,No
10430,John,Miller, saLes ,HR Rep,2021-10-07,,143020,M,1,yes
10431,Alice,Smith,HR,HR Rep,2019-05-31,,,M,4,No
10432,Alice,Johnson,R&D,Manager,2015-05-01,2016-01-31,129679,Male,4,Yes
10433,Frank,Brown,R&D,Manager,2016-07-29,,87017,M,2,No
10434,Alice,Johnson, saLes ,Analyst,2021-07-04,,92489,Male,1,No
10435,Charlie,Davis, saLes ,Developer,2022-11-19,,80360,Male,3,No
10436,Alice,Brown,Sales,Salesperson,2021-02-27,,139385,F,4,No
10437,Alice,Davis, saLes ,Salesperson,2019-08-29,2022-01-23,53176,Male,4,Yes
10438,Diana,Doe,R&D,Analyst,2020-03-03,2022-11-10,75626,M,2,Yes
10439,Eve,Brown,Sales,Analyst,2015-07-07,,61128,F,4,No
10440,Frank,Johnson,Sales,Manager,2016-02-06,,71699,Female,3,No
10441,Bob,Johnson, HR,HR Rep,2022-06-14,,96256,F,2,No
10442,Bob,Miller,R&D,Analyst,2021-02-20,,130740,Male,3,No
10443,Frank,Brown,HR,HR Rep,2018-11-21,,64702,M,1,No
10444,Jane,Smith,R&D,Analyst,06/21/2018,,140305,F,3,No
10445,John,Brown, HR,HR Rep,2020-03-21,2023-03-30,149636,M,2,Yes
10446,Diana,Doe,Sales,Salesperson,2021-01-10,,132981,F,1,No
10447,Jane,Wilson,Sales,Analyst,2021-07-31,,133227,Male,1,No
10448,John,Miller,R&D,Manager,2017-11-25,,128963,Female,1,No
10449,Alice,Miller,R&D,HR Rep,2017-11-01,,134034,F,3,No
10450,Bob,Doe, saLes ,Developer,2023-02-16,,101440,Male,2,yes
10451,John,Davis,R&D,Director,2021-08-07,,123023,Male,1,No
10452,Charlie,Miller, HR,Director,2022-04-15,,136935,Female,3,No
10453,Alice,Wilson,Sales,Developer,2019-03-06,,60159,Male,3,No
10454,Charlie,Brown,R&D,Manager,08/22/2016,,116827,Female,3,No
10455,Diana,Doe, saLes ,Manager,2018-09-26,2021-04-08,104085,Female,1,Yes
10456,Bob,Davis, saLes ,Analyst,2016-10-29,,142970,M,4,No
10457,Alice,Brown, saLes ,Developer,2017-08-23,,61772,Female,4,No
10458,Eve,Doe,R&D,Analyst,2022-07-17,,66801,Male,4,yes
10459,Frank,Miller,HR,Developer,2021-12-24,,63193,Male,4,No
10460,Jane,Doe, saLes ,Director,2021-09-04,,124355,M,3,No
10461,Jane,Wilson,Sales,Analyst,2022-07-01,,137991,F,1,No
10462,Eve,Miller,Sales,Analyst,2017-03-18,,41877,M,2,No
10463,Diana,Davis,HR,Analyst,12/06/2022,,59806,Female,1,No
10464,John,Brown, HR,Director,02/06/2020,,47421,Male,1,No
10465,Diana,Brown,Sales,HR Rep,2018-12-07,,88158,Female,3,No
10466,Charlie,Wilson,HR,Developer,2022-03-08,,69030,Female,2,No
10467,John,Davis,Sales,Manager,2022-06-29,,111550,F,4,No
10468,John,Brown, saLes ,Salesperson,2022-04-17,,112934,M,2,No
10469,Charlie,Brown,R&D,HR Rep,2022-05-03,2025-05-04,59108,Male,3,Yes
10470,Jane,Brown,Sales,Analyst,2015-09-23,,106706,F,4,No
10471,John,Doe, HR,Manager,2017-02-11,,74250,Female,2,No
10472,John,Miller,HR,Salesperson,11/29/2020,,,F,3,No
10473,Diana,Brown,Sales,Manager,2016-11-24,,61708,M,4,No
10474,John,Miller,R&D,HR Rep,04/13/2020,,77736,Female,2,No
10475,Jane,Johnson,R&D,HR Rep,2022-01-08,,58757,Male,3,No
10476,Alice,Doe,R&D,Salesperson,2021-12-08,,69163,Female,2,No
10477,John,Johnson,HR,HR Rep,01/04/2023,2026-12-14,134533,F,1,Yes
10478,Bob,Smith,R&D,Salesperson,2016-11-05,,65006,Male,1,No
10479,Eve,Doe,R&D,HR Rep,06/05/2022,,57233,M,4,No
10480,Eve,Smith, HR,HR Rep,2017-03-08,,143629,M,4,No
10481,Diana,Doe,R&D,Developer,2022-10-27,2026-06-30,141104,Male,3,Yes
10482,Alice,Brown, HR,Developer,2016-11-07,,143833,Female,1,No
10483,Bob,Davis,R&D,Manager,2018-03-01,,65942,F,2,No
10484,Bob,Miller,Sales,Developer,2016-08-28,,110622,F,2,No
10485,Bob,Wilson,Sales,HR Rep,2018-08-19,,148408,Male,3,No
10486,Charlie,Miller,R&D,HR Rep,2017-08-24,,61150,M,4,No
10487,Eve,Davis,HR,HR Rep,2015-05-14,,131399,F,3,No
10488,Jane,Brown,HR,Salesperson,12/15/2018,,138810,M,3,No
10489,Alice,Wilson, saLes ,Manager,01/15/2023,,143374,M,4,No
10490,Diana,Davis,HR,Director,05/25/2017,,110315,F,3,No
10491,Eve,Doe,R&D,Developer,06/30/2022,,87230,M,2,No
10492,Alice,Wilson,HR,Analyst,2020-07-23,2024-06-04,122379,Male,1,Yes
10493,Frank,Davis,HR,Manager,2017-09-05,,145152,Female,3,No
10494,John,Johnson, saLes ,Director,2016-04-14,,68578,F,4,No
10495,Alice,Doe,HR,Salesperson,2016-12-29,,86018,F,3,No
10496,Jane,Miller,R&D,Analyst,2020-11-25,,113793,Female,4,No
10497,Jane,Miller,R&D,HR Rep,2017-12-18,2020-12-31,139249,M,1,Yes
10498,Bob,Johnson,Sales,Analyst,2019-12-28,,107745,Female,1,No
10499,Frank,Davis,R&D,HR Rep,2017-07-18,,87436,Male,1,No
10500,John,Davis,R&D,Director,2015-11-26,,,Female,1,No
10501,Eve,Doe, saLes ,Salesperson,2015-03-09,,129283,M,3,No
10502,Jane,Davis,R&D,HR Rep,2016-06-13,,118782,M,2,No
10503,Frank,Johnson,R&D,Director,2017-03-08,,41798,M,4,No
10504,Eve,Brown, saLes ,Manager,02/10/2021,,60990,F,3,No
10505,Alice,Johnson,HR,Manager,2018-09-18,,130625,Male,3,No
10506,Charlie,Brown,R&D,Salesperson,2020-12-10,,76928,M,4,No
10507,Jane,Brown,R&D,Director,2017-11-22,,116410,Male,3,No
10508,Charlie,Davis,R&D,Director,2022-03-06,,95891,Female,3,No
10509,Frank,Brown,R&D,HR Rep,2018-09-05,,141760,Male,4,No
10510,Charlie,Doe,R&D,Manager,2015-07-14,,81301,Female,1,No
10511,John,Davis,HR,Manager,03/07/2022,,147507,F,1,No
10512,Charlie,Wilson,R&D,HR Rep,2016-02-11,,59420,Female,2,yes
10513,Alice,Wilson,HR,Analyst,2022-10-15,,93476,M,3,No
10514,Bob,Wilson,R&D,Salesperson,2020-04-03,,43368,Male,3,No
10515,John,Miller, saLes ,HR Rep,2018-04-05,,140464,Male,4,No
10516,Bob,Wilson,R&D,Salesperson,2016-09-17,,51870,Female,2,No
10517,Bob,Johnson,Sales,HR Rep,2020-08-12,,117645,Male,2,No
10518,Eve,Miller, HR,Salesperson,01/24/2015,,60516,Male,1,No
10519,Eve,Wilson,R&D,Manager,2016-07-05,,83191,Female,1,No
10520,Eve,Johnson,Sales,Salesperson,2019-04-30,,61835,M,3,No
10521,Jane,Brown, HR,Manager,2019-11-17,,79314,M,4,No
10522,Bob,Davis,R&D,Director,2020-05-21,,56543,M,4,No
10523,John,Davis,HR,Director,2020-02-02,,94020,Female,4,No
10524,Bob,Smith,HR,Manager,2021-12-06,,107879,F,1,No
10525,Frank,Brown,R&D,Analyst,2023-01-31,2023-07-02,44005,M,1,yes
10526,Charlie,Doe, HR,Analyst,2021-09-01,,44791,Female,3,No
10527,Charlie,Wilson, HR,Director,2018-12-29,,86238,F,4,No
10528,John,Wilson,R&D,HR Rep,2015-06-28,2016-06-19,46856,F,2,Yes
10529,Alice,Doe,R&D,Analyst,2016-05-28,2017-02-18,100486,Male,4,Yes
10530,Frank,Miller, HR,Salesperson,2016-04-28,,110402,M,4,No
10531,Frank,Johnson,R&D,Salesperson,2019-06-15,,101811,Female,2,No
10532,John,Doe,HR,Manager,2015-08-19,,70444,M,1,No
10533,Jane,Miller,HR,Salesperson,2021-12-27,,72108,Male,1,No
10534,Diana,Davis,HR,Salesperson,2017-08-30,,82517,Female,3,No
10535,Alice,Doe, saLes ,Manager,2015-09-02,,122105,Female,2,No
10536,Jane,Smith,R&D,Manager,01/06/2020,2021-08-28,85019,M,4,Yes
10537,Bob,Davis,HR,Developer,08/20/2016,,49309,F,1,No
10538,Eve,Brown,R&D,Analyst,2017-01-06,,47912,Male,2,No
10539,Bob,Davis,Sales,Manager,2021-12-09,,81714,F,1,No
10540,Charlie,Wilson,R&D,HR Rep,2021-10-15,,82537,M,4,No
10541,Jane,Doe, HR,Manager,2015-04-23,,114027,M,3,No
10542,John,Davis,R&D,Salesperson,2018-10-19,2022-03-22,58687,Male,2,Yes
10543,Jane,Davis,HR,Manager,03/21/2022,,126635,M,3,No
10544,John,Johnson,Sales,Analyst,2016-02-28,,132995,Male,1,No
10545,Charlie,Davis,Sales,Salesperson,2018-01-21,,103391,Female,2,No
10546,Bob,Wilson,R&D,Salesperson,2020-12-05,2021-07-19,70024,F,4,Yes
10547,John,Johnson,R&D,Salesperson,2019-05-31,,111328,Male,4,No
10548,Bob,Brown,HR,Director,2023-02-28,,147008,Female,1,No
10549,Charlie,Johnson, HR,HR Rep,2019-06-21,,102798,Female,2,No
10550,Eve,Miller,HR,Salesperson,2017-02-06,,101318,F,2,No
10551,Bob,Wilson,R&D,Manager,2016-10-29,,133094,Female,1,No
10552,Eve,Miller,R&D,HR Rep,2021-07-20,,73826,Male,1,No
10553,Charlie,Smith,R&D,Analyst,03/15/2020,2021-03-13,135980,F,2,Yes
10554,Alice,Doe,HR,Salesperson,2020-07-12,,140241,Male,4,No
10555,Alice,Smith, saLes ,Salesperson,2022-01-01,,96542,M,1,No
10556,Charlie,Brown,HR,Manager,2020-04-17,,122648,Female,4,No
10557,Frank,Doe,R&D,Analyst,2017-02-20,2018-12-26,144450,Female,4,Yes
10558,John,Brown, saLes ,Manager,2022-10-21,2025-03-29,130027,M,3,Yes
10559,Jane,Wilson,R&D,Developer,2019-01-15,,141278,M,2,No
10560,Bob,Davis,R&D,Director,2020-02-16,,,Female,2,No
10561,Charlie,Doe, saLes ,Manager,2020-02-22,,58281,Male,3,No
10562,John,Wilson,HR,Salesperson,2015-07-02,,45919,Female,1,No
10563,John,Wilson,HR,Salesperson,2022-04-27,2025-04-24,138050,M,2,Yes
10564,Alice,Johnson,HR,Developer,2022-06-28,,134043,M,2,No
10565,Charlie,Doe,HR,Director,2015-06-17,,129896,Male,1,No
10566,Charlie,Smith, HR,HR Rep,2016-11-03,,,F,1,No
10567,John,Miller, saLes ,Analyst,2015-08-31,,72033,M,1,No
10568,Diana,Wilson,HR,Developer,2017-09-16,,73196,Female,3,No
10569,Eve,Wilson,Sales,Developer,2017-12-11,,66917,F,4,No
10570,Jane,Miller, saLes ,Manager,01/08/2016,,52707,M,1,No
10571,Frank,Miller,R&D,HR Rep,12/09/2017,,137715,Male,3,No
10572,Jane,Smith,R&D,Salesperson,2023-01-04,,110880,M,1,No
10573,Eve,Miller,R&D,Manager,2019-12-16,,107560,F,2,No
10574,Bob,Smith,Sales,Manager,2016-11-15,,98188,Male,4,No
10575,Frank,Doe, saLes ,Analyst,2015-06-19,2015-10-29,47750,Female,2,Yes
10576,Charlie,Davis,HR,Analyst,12/19/2020,,127098,Male,2,No
10577,Eve,Wilson, saLes ,Analyst,2022-09-29,2024-12-14,87171,F,1,Yes
10578,Jane,Miller, saLes ,Developer,2021-01-30,,75975,Female,4,No
10579,Diana,Doe,Sales,Director,2016-06-26,,,M,1,No
10580,Charlie,Wilson,R&D,Manager,2015-09-01,,119166,Female,4,yes
10581,Alice,Brown, saLes ,Director,2018-02-03,,125540,Female,1,No
10582,Eve,Wilson, saLes ,Developer,2019-04-03,,131521,Female,3,No
10583,Charlie,Wilson,R&D,Developer,2017-08-22,2020-05-16,133177,Male,2,Yes
10584,Jane,Miller,Sales,HR Rep,2021-10-25,,93163,F,2,No
10585,Alice,Davis, saLes ,Developer,02/12/2021,,87298,Female,2,No
10586,Charlie,Johnson,R&D,Salesperson,2017-06-11,,132806,M,2,yes
10587,Frank,Davis,R&D,Director,2019-05-06,,117442,Female,3,No
10588,Jane,Smith,Sales,Salesperson,2022-09-22,,99709,M,1,No
10589,Diana,Davis,Sales,Salesperson,2017-04-17,,61506,M,2,No
10590,Diana,Wilson,R&D,Analyst,2018-06-29,,144243,Male,3,No
10591,Eve,Smith, saLes ,HR Rep,2017-09-22,,77642,F,2,No
10592,Charlie,Brown, HR,Salesperson,2020-02-14,,89823,Female,4,No
10593,Jane,Miller,R&D,Analyst,12/08/2015,,129602,F,4,No
10594,Diana,Wilson,HR,Director,2017-09-10,,143984,F,4,No
10595,John,Smith, HR,Developer,09/30/2017,,137718,M,3,No
10596,Charlie,Johnson,HR,Salesperson,2016-12-18,,57478,M,4,No
10597,John,Wilson,R&D,HR Rep,2021-04-13,,112864,Female,2,No
10598,Eve,Davis,HR,Developer,2022-04-26,,98771,Female,2,No
10599,Charlie,Brown,R&D,Salesperson,2021-03-23,,,M,1,No
10600,John,Smith,Sales,Analyst,2017-11-12,,130232,M,4,No
10601,Diana,Davis,R&D,Manager,2020-06-28,,48045,F,1,No
10602,Eve,Davis,Sales,Analyst,2018-05-26,,102242,Male,1,No
10603,Bob,Smith,R&D,Analyst,2016-07-25,,52519,Female,4,No
10604,Diana,Wilson, HR,Manager,2022-03-12,,95198,Male,3,yes
10605,Eve,Davis,R&D,Analyst,2023-02-08,,82158,M,3,No
10606,Eve,Miller,HR,Analyst,2023-03-03,,43088,M,3,No
10607,Charlie,Miller,R&D,Director,2016-03-10,,62293,Female,3,No
10608,Frank,Doe, saLes ,Analyst,2017-05-17,,131156,Female,1,No
10609,John,Wilson,R&D,Director,2021-07-15,2024-10-25,100999,Female,4,Yes
10610,Charlie,Brown,R&D,Director,2015-01-14,,61260,Female,2,No
10611,Diana,Davis, HR,Analyst,2019-10-29,,130552,Female,3,No
10612,Charlie,Miller, HR,Director,2018-02-03,,122484,F,4,No
10613,Alice,Johnson, HR,Manager,2019-01-18,,88020,M,3,No
10614,Alice,Brown,HR,Developer,10/09/2020,,62604,Female,2,No
10615,Jane,Davis,Sales,Manager,2018-08-18,,52594,M,1,No
10616,Frank,Johnson, HR,Analyst,2016-04-10,2019-01-06,41417,M,2,Yes
10617,Diana,Wilson, saLes ,HR Rep,2022-04-14,,66228,Male,4,No
10618,Alice,Wilson, saLes ,HR Rep,2018-05-09,,60363,Male,1,No
10619,John,Doe,Sales,Manager,2023-02-26,,96958,Female,4,No
10620,John,Davis, saLes ,Analyst,07/04/2019,,68878,Male,1,No
10621,Diana,Johnson, HR,Director,2018-03-14,,,Male,4,No
10622,Jane,Wilson, saLes ,HR Rep,11/07/2019,,146169,M,4,No
10623,Charlie,Doe,HR,Manager,2015-05-25,,93397,M,2,No
10624,Diana,Johnson, HR,Analyst,2020-03-25,,95541,M,1,No
10625,Diana,Wilson, HR,Manager,2016-05-23,,108337,Male,2,No
10626,Diana,Wilson,R&D,Analyst,2017-03-03,,123741,Male,1,No
10627,Frank,Johnson, HR,Salesperson,2022-04-29,,57840,Female,2,No
10628,Charlie,Smith, HR,Analyst,03/30/2018,2021-05-03,66633,F,3,Yes
10629,Diana,Brown,Sales,HR Rep,2021-11-14,2025-04-01,105769,F,3,Yes
10630,Frank,Johnson,HR,Analyst,2015-11-07,2019-06-12,93943,F,3,Yes
10631,Alice,Johnson,R&D,Developer,2021-08-07,,105810,F,4,No
10632,John,Davis, saLes ,Director,2020-01-01,,48163,F,4,No
10633,Diana,Johnson,R&D,Developer,05/28/2016,,132052,M,2,No
10634,Jane,Johnson,R&D,Developer,2020-07-07,,118924,M,4,No
10635,John,Doe, HR,Director,2022-07-18,,42375,F,3,No
10636,Alice,Wilson,R&D,HR Rep,2018-06-11,,108180,Female,3,No
10637,Eve,Wilson,Sales,Salesperson,2018-12-05,,75296,Male,1,No
10638,Frank,Brown,HR,Manager,2018-05-26,,84126,M,4,No
10639,Charlie,Davis,HR,Manager,2015-10-19,,86644,Male,1,No
10640,John,Johnson, HR,Manager,2022-09-23,,49797,Female,4,No
10641,Jane,Smith,R&D,Director,2016-09-08,,72110,F,1,No
10642,Frank,Johnson,HR,Manager,2018-11-04,,43594,F,1,No
10643,Charlie,Doe,Sales,HR Rep,2020-11-04,,142400,M,4,No
10644,Charlie,Davis,R&D,Developer,2020-07-24,,139320,M,1,No
10645,Diana,Smith,Sales,HR Rep,08/04/2021,,80788,Male,2,No
10646,Jane,Wilson, saLes ,Manager,2018-06-04,,84966,M,2,No
10647,Diana,Brown,R&D,Analyst,06/30/2015,2016-01-06,,Female,2,Yes
10648,John,Davis,HR,Manager,2016-08-22,2019-09-06,,F,1,Yes
10649,Jane,Miller,R&D,HR Rep,06/23/2021,,54985,Female,3,No
10650,Alice,Miller, saLes ,Analyst,2016-09-26,,59261,M,3,No
10651,Bob,Davis,R&D,Analyst,2015-04-21,,149225,Male,1,No
10652,Alice,Johnson,R&D,Director,2016-07-29,,48836,F,3,No
10653,Bob,Miller,Sales,Director,10/26/2020,,43012,F,2,No
10654,Bob,Doe,R&D,Manager,2020-11-09,,102462,F,1,No
10655,Charlie,Wilson,HR,Manager,11/25/2018,,98435,Female,4,No
10656,Eve,Davis,R&D,Manager,01/18/2021,,90553,F,3,No
10657,Alice,Wilson,R&D,Developer,2016-07-08,,142431,Male,2,No
10658,Charlie,Davis,R&D,Salesperson,2021-10-27,,127996,Male,1,No
10659,Bob,Miller,R&D,Manager,2019-10-10,,77710,Male,3,No
10660,Alice,Doe,HR,Manager,2022-05-25,,118277,Male,3,No
10661,Jane,Davis,R&D,Developer,2022-02-23,,114069,Male,4,No
10662,John,Johnson,Sales,Analyst,2020-08-27,,124518,F,1,No
10663,Alice,Davis,R&D,Salesperson,2015-11-25,,77610,Male,4,No
10664,Diana,Miller,HR,HR Rep,2018-12-20,2022-12-06,,F,4,Yes
10665,John,Smith, saLes ,HR Rep,2017-11-26,,87681,F,3,No
10666,Bob,Miller,R&D,HR Rep,2018-09-27,,57587,M,1,No
10667,Diana,Wilson, HR,Salesperson,2020-10-08,,83749,M,1,No
10668,Charlie,Johnson,R&D,Manager,2022-02-13,,66920,Male,2,No
10669,Diana,Davis,R&D,Director,2016-12-13,2017-03-22,78707,Female,4,Yes
10670,John,Davis,HR,HR Rep,2021-05-11,,52409,F,2,No
10671,Bob,Doe,Sales,Director,2019-12-09,,94865,Male,1,No
10672,Alice,Johnson, saLes ,HR Rep,2017-07-16,,72890,F,1,No
10673,Alice,Doe,Sales,Salesperson,2018-06-16,2022-02-28,70749,F,1,Yes
10674,Jane,Miller, saLes ,Manager,2019-08-07,,96277,Female,2,No
10675,Eve,Wilson,R&D,Director,2015-11-16,,101720,Male,1,No
10676,Alice,Miller, saLes ,Manager,2018-06-16,,90121,M,3,No
10677,Diana,Doe, HR,Manager,2021-07-19,2025-07-08,47974,F,2,yes
10678,Charlie,Doe, saLes ,Manager,2021-08-16,,105331,Male,3,No
10679,John,Wilson,R&D,Developer,2018-05-19,,59474,Male,4,No
10680,Diana,Doe,HR,Manager,2021-11-05,2022-06-01,137283,Male,2,Yes
10681,Alice,Johnson, HR,Director,2018-03-02,,95958,M,1,No
10682,Diana,Brown, HR,HR Rep,2017-12-13,,131146,F,4,No
10683,Bob,Davis,R&D,Analyst,10/09/2021,,96463,M,3,No
10684,Alice,Johnson, saLes ,Salesperson,2017-12-15,,64634,Female,3,No
10685,Bob,Doe,HR,Developer,2023-02-12,,140625,M,3,No
10686,Jane,Smith, saLes ,HR Rep,2016-03-28,2017-09-07,75225,F,2,Yes
10687,Diana,Smith,R&D,Director,2015-03-12,2017-08-09,129865,Female,1,Yes
10688,John,Smith,R&D,HR Rep,2018-07-31,2020-12-29,98311,Male,3,Yes
10689,Frank,Davis,HR,Salesperson,12/27/2022,,132062,Female,1,yes
10690,Jane,Wilson,Sales,Manager,2020-09-28,,50835,Female,1,No
10691,John,Wilson,R&D,Salesperson,2015-12-05,,63381,F,4,No
10692,Charlie,Doe,R&D,HR Rep,2017-05-27,,,Male,1,No
10693,Eve,Johnson,R&D,Manager,2021-03-12,,144142,Female,3,No
10694,John,Johnson,Sales,Director,2016-06-06,,149289,F,2,No
10695,Alice,Johnson, saLes ,Analyst,2017-09-05,,130807,Male,4,No
10696,Frank,Wilson, saLes ,Analyst,2020-03-18,,47372,M,3,No
10697,Charlie,Doe,HR,Salesperson,2020-02-22,,135806,F,3,No
10698,Alice,Miller, saLes ,HR Rep,2021-05-22,,72302,Male,4,No
10699,Alice,Johnson, saLes ,Manager,2022-11-05,,131131,F,4,yes
10700,Bob,Johnson,HR,Manager,2021-02-12,,64627,F,1,No
10701,Charlie,Davis, saLes ,Analyst,2015-02-01,,140525,F,1,No
10702,Alice,Doe,R&D,Manager,2019-08-23,,119869,F,2,No
10703,Frank,Brown, HR,Developer,2022-04-05,,51614,Male,3,No
10704,Alice,Wilson,Sales,HR Rep,11/22/2021,,134435,Female,3,No
10705,Bob,Brown,R&D,Salesperson,2015-02-21,,88319,Male,2,No
10706,John,Smith, HR,Developer,2020-08-30,,76398,F,4,No
10707,Diana,Miller,Sales,Manager,2016-08-26,,94876,F,4,No
10708,Alice,Smith, HR,Director,2018-11-03,,102177,F,3,No
10709,Eve,Brown, HR,HR Rep,2022-04-09,,,Female,4,No
10710,Alice,Miller,R&D,HR Rep,2021-12-07,,64346,Male,4,No
10711,Bob,Johnson, HR,Manager,11/02/2015,,78919,M,1,No
10712,Charlie,Wilson,R&D,Director,2018-06-23,,140585,Male,3,No
10713,Alice,Doe,HR,Developer,2018-04-06,,133910,F,2,No
10714,John,Wilson,R&D,Developer,2019-11-03,,121814,Female,1,No
10715,Charlie,Miller, saLes ,Analyst,2021-11-13,,97822,M,3,No
10716,John,Smith,Sales,Developer,2018-03-22,,131292,M,4,No
10717,Diana,Brown, HR,Salesperson,2019-05-14,2022-09-13,149806,Female,1,Yes
10718,Diana,Miller, HR,Salesperson,2016-06-28,,85402,Female,2,No
10719,John,Wilson,R&D,Director,2023-02-04,,106688,F,1,No
10720,Frank,Brown,R&D,Salesperson,2017-07-19,,89471,Male,4,No
10721,Eve,Miller,Sales,Manager,2016-10-13,,51609,M,2,No
10722,Diana,Brown,Sales,Salesperson,2022-08-27,,59486,F,3,yes
10723,Diana,Davis, HR,Analyst,2015-06-26,,40560,Female,1,No
10724,Bob,Miller,R&D,Developer,07/01/2015,,136414,Male,4,No
10725,Alice,Johnson,HR,HR Rep,05/20/2018,2020-06-02,46221,Male,1,Yes
10726,Alice,Miller,R&D,Analyst,06/16/2018,2018-10-08,57533,Female,4,Yes
10727,Frank,Miller, saLes ,Salesperson,2017-09-26,2020-01-18,40532,F,4,Yes
